Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Study.type,MetaRef,Reference,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments,Method_comments,Location,Lat,Long
87538,Falco sparverius,Falco sparverius,Aves,Falconidae,Migration,NA,Distance,6000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,120,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87539,Ficedula hypoleuca,Ficedula hypoleuca,Aves,Muscicapidae,Migration,NA,Distance,7000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,16,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87540,Fringilla coelebs,Fringilla coelebs,Aves,Fringillidae,Migration,NA,Distance,5000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,26,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87541,Fulica atra,Fulica atra,Aves,Rallidae,Migration,NA,Distance,4000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,840,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87542,Gallinago gallinago,Gallinago gallinago,Aves,Scolopacidae,Migration,NA,Distance,3500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,82,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87543,Grus grus,Grus grus,Aves,Gruidae,Migration,NA,Distance,4800000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,9800,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87544,Grus americana,Grus americana,Aves,Gruidae,Migration,NA,Distance,4000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,6900,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87545,Grus canadensis,Grus canadensis,Aves,Gruidae,Migration,NA,Distance,4000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,4400,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87546,Halcyon sancta,Halcyon sancta,Aves,Alcedinidae,Migration,NA,Distance,3900000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,43,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87547,Helicoverpa zea,Helicoverpa zea,Insecta,Noctuidae,Migration,NA,Distance,1600000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,0.21000000000000002,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,"Lingren PD, et al.  (1994) Origin of corn earworm (lepidoptera:  Noctuidae) migrants as determined by Citrus pollen markers and synoptic weather systems.  Environmental  Entomology  23:562–570.",NA,NA,"Bushman DW, McGinley SMG, Einsmann JE, Robel DK  (2002) The role of carbohydrate metabolism in the regulation  of  postfeeding  diuresis  in  adult  helicoverpa  zea  (lepidoptera:  Noctuidae).  Annals  of  the  Entomo- logical  Society  of  America  95:492–497.","Bushman DW, McGinley SMG, Einsmann JE, Robel DK  (2002) The role of carbohydrate metabolism in the regulation  of  postfeeding  diuresis  in  adult  helicoverpa  zea  (lepidoptera:  Noctuidae).  Annals  of  the  Entomo- logical  Society  of  America  95:492–497.",NA,NA,NA,NA,NA,NA,NA
87548,Hemianax ephippiger,Hemianax ephippiger,Insecta,Aeshnidae,Migration,NA,Distance,3000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,1,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,"Dumont HJ, Desmet K  (1990) Trans-sahara and trans-mediterranean migratory activity of Hemianax  ephip- piger  (burmeister) in 1988 and 1989.  Odonatologica  19:181–185.",NA,NA,*mass assumed based on similarity in size to Anax  junius.,*mass assumed based on similarity in size to Anax  junius.,NA,NA,NA,NA,NA,NA,NA
87549,Hirundo rustica,Hirundo rustica,Aves,Hirundinidae,Migration,NA,Distance,12000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,19,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87550,Hirundo spilodera,Hirundo spilodera,Aves,Hirundinidae,Migration,NA,Distance,2500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,21,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87551,Hylocichla mustelina,Hylocichla mustelina,Aves,Turdidae,Migration,NA,Distance,4600000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,51,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,"Stutchbury  BJM,  et  al.    (2009)  Tracking  long-distance  songbird  migration  by  using  geolocators.   Science 323:896.",NA,NA,"Stutchbury  BJM,  et  al.    (2009)  Tracking  long-distance  songbird  migration  by  using  geolocators.   Science 323:896.","Stutchbury  BJM,  et  al.    (2009)  Tracking  long-distance  songbird  migration  by  using  geolocators.   Science 323:896.",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87552,Junco hyemalis,Junco hyemalis,Aves,Passerellidae,Migration,NA,Distance,4000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,22,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87553,Lanius collurio,Lanius collurio,Aves,Laniidae,Migration,NA,Distance,11000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,10,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87554,Larus fuscus,Larus fuscus,Aves,Laridae,Migration,NA,Distance,6500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,800,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87555,Larus ridibundus,Larus ridibundus,Aves,Laridae,Migration,NA,Distance,4000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,280,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87556,Lathamus discolor,Lathamus discolor,Aves,Psittacidae,Migration,NA,Distance,2500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,62,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87557,Limosa lapponica,Limosa lapponica,Aves,Scolopacidae,Migration,NA,Distance,12000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,370,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,"Gill REJ, et al.  (2009) Extreme endurance ?ights by landbirds crossing the paci?c ocean:  Ecological cooridor rather than barrier?  Proceedings  of  the  Royal  Society  of  London,  B  276:447–457.",NA,NA,"Piersma  T,  Gill  REJ   (1998)  Guts  don’t  ?y:   Small  digestive  organs  in  obese  bar-tailed  godwits.   The  Auk 115:196–203.","Piersma  T,  Gill  REJ   (1998)  Guts  don’t  ?y:   Small  digestive  organs  in  obese  bar-tailed  godwits.   The  Auk 115:196–203.",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87558,Luscinia luscinia,Luscinia luscinia,Aves,Muscicapidae,Migration,NA,Distance,8500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,24,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,"Thorup  K,  Conn  PB   (2009)  Modelling  Demographic  Processes  in  Marked  Populations,  eds  Thompson  DL, Cooch EG, Conroy MJ  (Springer, New York), pp 1107–1118.",NA,NA,"Dunning JBJ  (2008) CRC  Handbook  of  Avian  Body  Masses  (CRC Press, Boca Raton, Fl), 2nd edition.","Dunning JBJ  (2008) CRC  Handbook  of  Avian  Body  Masses  (CRC Press, Boca Raton, Fl), 2nd edition.",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87559,Luscinia svecica,Luscinia svecica,Aves,Muscicapidae,Migration,NA,Distance,6000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,20,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87560,Mergus albellus,Mergus albellus,Aves,Anatidae,Migration,NA,Distance,4500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,680,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87561,Merops apiaster,Merops apiaster,Aves,Meropidae,Migration,NA,Distance,10000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,52,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87562,Merops nubicus,Merops nubicus,Aves,Meropidae,Migration,NA,Distance,12000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,60,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87563,Merops ornatus,Merops ornatus,Aves,Meropidae,Migration,NA,Distance,4800000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,26,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87564,Molothrus ater,Molothrus ater,Aves,Icteridae,Migration,NA,Distance,2000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,44,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87565,Motacilla ?ava,NA,NA,NA,Migration,NA,Distance,8000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Swimming,22,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87566,Musca vetustissima,Musca vetustissima,Insecta,Muscidae,Migration,NA,Distance,600000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,0.014,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,"Hughes RD, Nicholas WL  (1974) The spring migration of the bush?y (Musca  vetustussima  walk.):  Evidence of  displacement  procided  by  natural  population  markers  including  parasitism.   Journal  of  Animal  Ecology 43:411–428.",NA,NA,"Hughes RD, Greenham PM, Tyndale-Biscoe M, Walker JM (1972) A synopsis of observations on the biology of the australian bush?y (Musca  vetustissima  walker).  Journal  of  the  Australian  Entomological  Society  11:311– 331.","Hughes RD, Greenham PM, Tyndale-Biscoe M, Walker JM (1972) A synopsis of observations on the biology of the australian bush?y (Musca  vetustissima  walker).  Journal  of  the  Australian  Entomological  Society  11:311– 331.",NA,NA,NA,NA,NA,NA,NA
87567,Muscicapa striata,Muscicapa striata,Aves,Muscicapidae,Migration,NA,Distance,13000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,22,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87568,Muscisaxicola macloviana,Muscisaxicola maclovianus,Aves,Tyrannidae,Migration,NA,Distance,5000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,22,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87569,Myzomela sanguinolenta,Myzomela sanguinolenta,Aves,Meliphagidae,Migration,NA,Distance,2500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,24,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87570,Nomophila noctuella,Nomophila noctuella,Insecta,Crambidae,Migration,NA,Distance,2400000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,0.020999999999999998,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,"Kettlewell HBD, Heard MJ  (1961) Accidental radioactive labelling of a migrating moth.  Nature  189:676–677.",NA,NA,Wood CR  (2007) Ph.D. thesis (University of Reading).,Wood CR  (2007) Ph.D. thesis (University of Reading).,NA,NA,NA,NA,NA,NA,NA
87571,Notiochelidon cyanoleuca,Notiochelidon cyanoleuca,Aves,Hirundinidae,Migration,NA,Distance,8000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,12,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87572,Numenius borealis,Numenius borealis,Aves,Scolopacidae,Migration,NA,Distance,14000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,260,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87573,Numenius tennuirostris,Numenius tenuirostris,Aves,Scolopacidae,Migration,NA,Distance,6000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,450,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87574,Nysius vinitor,Nysius vinitor,Insecta,Lygaeidae,Migration,NA,Distance,300000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,0.0039,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,"McDonald  G,  Farrow  RA    (1988)  Migration  and  dispersal  of  the  rutherglen  bug,  Nysius  vinitor   bergoth (hemiptera:  Lygaeidae) in eastern australia.  Bulletin  of  Entomological  Research  78:493–509.",NA,NA,"Kehat M, Wyndham M (1973) The relation between food, age, and ?ight in the rutherglen bug, Nysius vinitor (hemiptera:  Lygaeidae).  Australian  Journal  of  Zoology  21:427–434.","Kehat M, Wyndham M (1973) The relation between food, age, and ?ight in the rutherglen bug, Nysius vinitor (hemiptera:  Lygaeidae).  Australian  Journal  of  Zoology  21:427–434.",NA,NA,NA,NA,NA,NA,NA
87575,Oceanites oceanicus,Oceanites oceanicus,Aves,Hydrobatidae,Migration,NA,Distance,15000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,40,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87576,Oenanthe oenanthe,Oenanthe oenanthe,Aves,Muscicapidae,Migration,NA,Distance,1400000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,33,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87577,Olor buccinator,Olor buccinator,Aves,Anatidae,Migration,NA,Distance,2500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,9800,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87578,Pantala favescens,Pantala,Insecta,Libellulidae,Migration,NA,Distance,3500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,0.088,g,n,NA,NA,NA,Metastudy,Hein et al. 2012,Anderson  RC   (2009)  Do  dragon?ies  migrate  across  the  western  indian  ocean?   Journal  of  Tropical  Ecology 25:347–358.,NA,NA,"Samways  MJ,  Osborn  R   (1998)  Divergence  in  a  transoceanic  circumtropical  dragon?y  on  a  remote  island. Journal  of  Biogeography  25:935–946.","Samways  MJ,  Osborn  R   (1998)  Divergence  in  a  transoceanic  circumtropical  dragon?y  on  a  remote  island. Journal  of  Biogeography  25:935–946.",NA,NA,NA,NA,NA,NA,NA
87579,Patagona gigas,Patagona gigas,Aves,Trochilidae,Migration,NA,Distance,800000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,18,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87580,Phalaenoptilus nuttalii,Phalaenoptilus nuttallii,Aves,Caprimulgidae,Migration,NA,Distance,4000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,52,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87581,Philemon citreofularis,Philemon citreogularis,Aves,Meliphagidae,Migration,NA,Distance,2400000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,150,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87582,Philemon corniculatus,Philemon corniculatus,Aves,Meliphagidae,Migration,NA,Distance,1600000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,180,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87583,Philomachus pugnax,Philomachus pugnax,Aves,Scolopacidae,Migration,NA,Distance,15000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,65,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
87584,Phoebis sennae,Phoebis sennae,Insecta,Pieridae,Migration,NA,Distance,1500000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,0.16,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,NA,NA,NA,NA,NA
87585,Phoenicurus phoenicurus,Phoenicurus phoenicurus,Aves,Muscicapidae,Migration,NA,Distance,6000000,m,Maximum,NA,NA,NA,NA,NA,Single study,NA,NA,NA,NA,Flying,20,g,y,NA,NA,NA,Metastudy,Hein et al. 2012,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",NA,NA,"Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).","Elphick J  (1995) Atlas  of  Bird  Migration  (Random House, New York).",Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
